CustomerID,LocationType,CurrentISP,MonthlyInternetSpeed,MonthlyDataUsage,MonthlyBill,ContractType,ComplaintFrequency,CustomerTenure,ServiceOutages,StarlinkAwareness,Churn
CUST0589,Urban,Dialog,3.2,100.8,4919.0,Prepaid,1,19,0.3,No,Yes
CUST0590,Urban,Airtel,26.8,130.1,3793.0,Postpaid,0,103,1.2,Yes,No
CUST0591,Urban,Airtel,39.3,119.1,4230.0,Postpaid,1,110,6.2,Yes,No
CUST0592,Rural,Airtel,10.3,71.2,4892.0,Postpaid,1,113,10.2,Yes,Yes
CUST0593,Urban,SLT,19.1,117.7,3522.0,Prepaid,1,87,10.1,No,No
CUST0594,Urban,SLT,28.3,58.3,3817.0,Postpaid,1,17,7.5,No,No
CUST0595,Rural,Dialog,37.5,189.5,4310.0,Prepaid,2,13,7.6,Yes,No
CUST0596,Urban,Airtel,20.5,52.2,2775.0,Prepaid,2,91,6.4,No,No
CUST0597,Rural,Dialog,18.1,110.2,3554.0,Prepaid,2,1,7.2,Yes,Yes
CUST0598,Urban,SLT,5.3,67.9,3626.0,Postpaid,0,2,5.9,No,Yes
CUST0599,Urban,Dialog,26.0,148.5,2544.0,Postpaid,2,82,2.6,No,No
CUST0600,Urban,Dialog,45.4,103.4,5818.0,Prepaid,2,100,10.1,No,No
CUST0601,Urban,SLT,27.8,94.1,2093.0,Prepaid,0,109,9.0,No,No
CUST0602,Urban,Dialog,24.8,162.7,2202.0,Postpaid,0,97,2.7,No,No
CUST0603,Urban,Airtel,28.2,121.5,4814.0,Postpaid,3,100,6.9,No,No
CUST0604,Urban,Dialog,24.9,145.8,4213.0,Postpaid,2,66,9.4,Yes,No
CUST0605,Urban,Dialog,16.9,70.9,2474.0,Postpaid,2,68,6.3,No,Yes
CUST0606,Urban,SLT,33.2,49.8,4107.0,Prepaid,0,16,4.4,No,No
CUST0607,Urban,Dialog,27.3,125.4,4968.0,Postpaid,2,4,9.3,Yes,No
CUST0608,Urban,Dialog,25.2,104.1,3470.0,Prepaid,2,57,5.8,No,No
CUST0609,Urban,Airtel,15.2,151.3,6099.0,Postpaid,1,73,3.1,Yes,No
CUST0610,Rural,Dialog,38.0,116.0,1776.0,Postpaid,0,113,1.5,Yes,Yes
CUST0611,Urban,Airtel,31.6,130.3,4194.0,Prepaid,1,85,0.0,No,No
CUST0612,Rural,Dialog,19.5,38.8,4667.0,Prepaid,3,23,10.9,No,Yes
CUST0613,Rural,Dialog,35.0,214.4,4391.0,Postpaid,0,116,2.5,Yes,No
CUST0614,Urban,Airtel,20.0,111.8,3296.0,Prepaid,1,117,7.9,No,Yes
CUST0615,Rural,Dialog,17.2,154.9,3210.0,Prepaid,3,2,2.2,No,Yes
CUST0616,Rural,Dialog,17.4,78.2,3944.0,Postpaid,1,67,5.5,Yes,Yes
CUST0617,Urban,Dialog,7.3,135.4,4316.0,Prepaid,0,87,6.3,No,No
CUST0618,Urban,Dialog,29.7,54.9,4102.0,Postpaid,1,26,1.3,No,Yes
CUST0619,Rural,Airtel,6.7,142.6,4540.0,Prepaid,1,111,7.9,Yes,Yes
CUST0620,Rural,Dialog,12.7,102.2,2481.0,Postpaid,0,7,4.4,No,No
CUST0621,Urban,Airtel,4.2,121.5,3272.0,Prepaid,1,100,6.7,Yes,No
CUST0622,Urban,Airtel,24.1,154.9,2560.0,Prepaid,0,44,9.4,No,No
CUST0623,Urban,SLT,23.5,58.4,3114.0,Postpaid,0,33,7.2,No,No
CUST0624,Urban,Mobitel,21.7,85.8,4515.0,Postpaid,0,113,4.7,Yes,No
CUST0625,Rural,Dialog,14.6,142.9,3608.0,Prepaid,1,64,10.8,No,No
CUST0626,Urban,Mobitel,13.3,224.9,6107.0,Prepaid,1,36,4.9,No,No
CUST0627,Urban,Dialog,29.6,113.1,3693.0,Postpaid,2,4,5.3,Yes,Yes
CUST0628,Rural,SLT,19.5,149.6,3560.0,Postpaid,2,118,4.5,No,Yes
CUST0629,Urban,SLT,28.2,114.7,3606.0,Postpaid,1,23,1.3,Yes,No
CUST0630,Urban,Dialog,16.1,217.1,2862.0,Postpaid,1,25,1.0,No,No
CUST0631,Rural,SLT,26.8,32.6,3442.0,Postpaid,0,105,3.3,No,No
CUST0632,Rural,Airtel,38.0,124.7,4628.0,Prepaid,0,90,2.0,No,No
CUST0633,Urban,Dialog,30.9,38.7,3614.0,Prepaid,0,92,4.2,No,No
CUST0634,Urban,Dialog,20.9,1.0,2707.0,Postpaid,0,92,7.5,No,No
CUST0635,Urban,Airtel,27.6,134.9,2575.0,Prepaid,0,85,3.8,No,No
CUST0636,Urban,SLT,22.6,127.0,3050.0,Prepaid,2,74,5.7,No,No
CUST0637,Urban,Mobitel,25.1,105.8,3574.0,Prepaid,0,27,3.5,No,No
CUST0638,Urban,Airtel,21.7,114.7,4694.0,Prepaid,2,51,12.6,No,No
CUST0639,Urban,Mobitel,23.4,274.9,2160.0,Prepaid,3,115,9.5,Yes,No
CUST0640,Urban,Airtel,27.1,107.1,3180.0,Prepaid,2,79,4.3,No,No
CUST0641,Urban,Dialog,15.1,145.5,3644.0,Postpaid,2,118,5.8,No,No
CUST0642,Urban,Dialog,14.8,87.5,1666.0,Prepaid,0,81,1.0,No,No
CUST0643,Urban,Airtel,11.1,134.8,2666.0,Prepaid,1,103,4.4,No,No
CUST0644,Urban,SLT,9.0,108.1,2820.0,Prepaid,2,99,3.2,Yes,No
CUST0645,Urban,Dialog,12.8,99.5,2704.0,Postpaid,1,69,7.2,No,Yes
CUST0646,Rural,Dialog,26.6,210.9,3692.0,Prepaid,0,80,2.2,Yes,No
CUST0647,Urban,Mobitel,16.1,178.9,3339.0,Postpaid,1,23,10.0,No,No
CUST0648,Rural,SLT,30.1,126.8,2945.0,Postpaid,1,103,4.8,No,No
CUST0649,Rural,SLT,25.3,4.8,3928.0,Prepaid,2,112,2.4,No,No
CUST0650,Urban,SLT,5.3,101.9,5223.0,Prepaid,0,9,5.1,No,Yes
CUST0651,Urban,Dialog,31.5,255.2,5139.0,Prepaid,2,33,7.2,No,Yes
CUST0652,Urban,Dialog,33.1,108.5,1577.0,Postpaid,1,35,6.6,No,No
CUST0653,Urban,Dialog,15.1,175.2,4077.0,Postpaid,1,104,5.5,No,No
CUST0654,Rural,Dialog,29.2,192.1,3322.0,Postpaid,2,50,7.6,Yes,No
CUST0655,Urban,Airtel,16.4,130.9,3655.0,Prepaid,0,24,7.4,No,No
CUST0656,Urban,SLT,26.0,77.9,3102.0,Postpaid,3,88,7.5,No,No
CUST0657,Urban,Airtel,12.4,1.0,3618.0,Prepaid,0,114,4.2,No,No
CUST0658,Urban,Airtel,7.1,154.2,3651.0,Prepaid,1,24,4.2,No,No
CUST0659,Rural,Dialog,21.2,79.3,2921.0,Postpaid,0,19,4.4,No,No
CUST0660,Urban,SLT,23.8,128.8,2604.0,Postpaid,1,39,3.5,Yes,No
CUST0661,Urban,SLT,21.0,57.5,3051.0,Prepaid,0,61,5.3,Yes,No
CUST0662,Rural,Airtel,13.2,106.7,3734.0,Prepaid,1,25,5.0,No,No
CUST0663,Rural,Dialog,21.0,121.7,4099.0,Prepaid,0,116,10.0,Yes,No
CUST0664,Urban,SLT,27.7,133.4,4353.0,Prepaid,0,95,3.5,Yes,Yes
CUST0665,Urban,SLT,24.6,64.3,3006.0,Prepaid,0,102,2.0,No,No
CUST0666,Urban,Dialog,26.8,179.8,3784.0,Postpaid,2,25,6.9,No,No
CUST0667,Urban,Dialog,18.3,90.2,4463.0,Postpaid,1,27,5.2,No,No
CUST0668,Urban,SLT,36.7,36.3,4666.0,Postpaid,0,32,2.9,Yes,Yes
CUST0669,Urban,Airtel,13.2,114.5,3441.0,Postpaid,0,11,7.3,No,No
CUST0670,Urban,Dialog,29.9,121.7,3279.0,Postpaid,2,69,4.2,No,No
CUST0671,Urban,SLT,36.8,128.0,3691.0,Postpaid,1,108,9.6,Yes,No
CUST0672,Rural,Dialog,29.8,188.1,2350.0,Postpaid,1,33,2.1,No,No
CUST0673,Urban,Airtel,23.0,108.2,3306.0,Prepaid,2,19,3.3,No,No
CUST0674,Urban,Dialog,19.7,114.0,4245.0,Postpaid,3,107,5.4,No,Yes
CUST0675,Urban,Airtel,35.4,64.8,4142.0,Postpaid,0,111,9.1,Yes,No
CUST0676,Rural,Dialog,10.8,161.0,3230.0,Postpaid,2,16,2.9,No,Yes
CUST0677,Urban,Dialog,15.3,129.2,3718.0,Postpaid,1,99,6.1,Yes,No
CUST0678,Urban,Dialog,21.0,99.0,2675.0,Prepaid,1,11,1.5,Yes,Yes
CUST0679,Rural,Dialog,37.4,24.8,4203.0,Postpaid,0,75,7.8,No,No
CUST0680,Rural,SLT,28.8,192.2,3422.0,Prepaid,0,74,3.0,No,No
CUST0681,Rural,Dialog,15.3,58.6,3224.0,Postpaid,3,98,6.9,No,Yes
CUST0682,Urban,Airtel,21.9,90.4,3138.0,Prepaid,2,116,7.0,No,No
CUST0683,Urban,Dialog,18.9,137.9,3437.0,Prepaid,0,69,0.0,Yes,No
CUST0684,Rural,Dialog,17.9,60.2,3052.0,Prepaid,0,87,5.6,No,No
CUST0685,Rural,Dialog,34.8,45.3,4158.0,Postpaid,0,55,3.5,Yes,No
CUST0686,Urban,Dialog,11.3,13.8,3105.0,Prepaid,1,25,6.5,No,Yes
CUST0687,Urban,Dialog,41.1,156.0,5093.0,Postpaid,1,93,2.4,No,No
CUST0688,Urban,SLT,33.3,92.7,4965.0,Prepaid,0,104,3.3,No,No
CUST0689,Rural,SLT,35.9,266.4,2608.0,Postpaid,1,77,8.6,No,No
CUST0690,Urban,SLT,20.4,70.3,3570.0,Postpaid,1,111,8.4,No,No
CUST0691,Urban,SLT,23.5,73.9,2849.0,Prepaid,3,96,2.0,No,No
CUST0692,Urban,SLT,10.7,91.7,3173.0,Prepaid,1,34,10.4,No,Yes
CUST0693,Urban,Dialog,19.8,132.2,5502.0,Postpaid,2,12,0.0,No,Yes
CUST0694,Urban,SLT,29.9,96.5,3192.0,Postpaid,0,88,5.6,No,No
CUST0695,Urban,Mobitel,38.0,150.6,3860.0,Postpaid,1,104,1.1,No,No
CUST0696,Rural,SLT,13.9,71.1,4041.0,Prepaid,1,21,6.1,No,Yes
CUST0697,Urban,SLT,21.3,50.9,2499.0,Prepaid,1,29,4.2,Yes,No
CUST0698,Urban,Dialog,23.5,30.1,2645.0,Postpaid,2,51,1.9,Yes,No
CUST0699,Urban,Airtel,11.0,8.8,2294.0,Prepaid,0,23,2.8,No,Yes
CUST0700,Urban,Airtel,30.9,94.1,2614.0,Prepaid,0,33,2.6,No,No
CUST0701,Urban,SLT,17.8,105.0,650.0,Prepaid,1,8,5.2,No,No
CUST0702,Urban,Mobitel,23.0,88.4,4045.0,Postpaid,0,42,7.9,No,No
CUST0703,Urban,Dialog,20.5,182.2,5554.0,Postpaid,2,77,10.9,Yes,Yes
CUST0704,Urban,Dialog,17.1,181.4,3648.0,Prepaid,0,69,4.5,No,No
CUST0705,Urban,Airtel,24.9,103.3,2084.0,Prepaid,2,118,5.9,No,No
CUST0706,Rural,Airtel,22.8,30.3,2857.0,Prepaid,1,41,8.6,No,No
CUST0707,Urban,Dialog,21.3,91.7,3041.0,Prepaid,4,74,3.7,No,No
CUST0708,Rural,Dialog,17.7,90.0,2482.0,Prepaid,0,63,2.7,Yes,No
CUST0709,Urban,Dialog,28.2,87.1,4360.0,Postpaid,1,14,10.8,Yes,No
CUST0710,Rural,Dialog,41.5,85.1,4310.0,Prepaid,1,88,4.5,No,No
CUST0711,Rural,Airtel,26.4,87.3,2345.0,Prepaid,0,62,5.7,No,Yes
CUST0712,Urban,SLT,35.0,100.7,4225.0,Postpaid,1,75,0.2,No,No
CUST0713,Urban,Dialog,11.1,88.2,5027.0,Prepaid,2,46,3.4,No,No
CUST0714,Urban,Dialog,26.6,130.4,5403.0,Postpaid,0,67,10.7,Yes,No
CUST0715,Urban,Dialog,14.0,138.0,6365.0,Prepaid,0,93,6.4,No,Yes
CUST0716,Rural,Dialog,10.2,74.5,2598.0,Prepaid,0,53,4.9,No,Yes
CUST0717,Rural,SLT,17.6,183.6,6324.0,Postpaid,0,112,9.2,No,No
CUST0718,Rural,Mobitel,36.9,71.0,3146.0,Postpaid,1,52,0.1,No,Yes
CUST0719,Urban,Airtel,34.5,39.1,2908.0,Prepaid,0,94,3.8,No,No
CUST0720,Rural,Dialog,27.4,139.0,3827.0,Postpaid,0,113,11.8,No,Yes
CUST0721,Rural,Airtel,9.7,79.1,2918.0,Postpaid,0,101,4.9,Yes,Yes
CUST0722,Urban,Airtel,23.0,136.1,3899.0,Prepaid,3,7,4.8,Yes,No
CUST0723,Urban,Airtel,28.0,1.0,2180.0,Postpaid,1,81,8.5,No,No
CUST0724,Rural,SLT,26.8,189.6,3261.0,Postpaid,0,84,8.7,No,No
CUST0725,Urban,Dialog,6.6,153.6,4786.0,Prepaid,1,54,1.1,No,No
CUST0726,Rural,Dialog,16.1,45.0,3443.0,Postpaid,1,11,6.3,No,No
CUST0727,Urban,Dialog,24.4,46.1,3642.0,Postpaid,1,108,10.3,No,No
CUST0728,Rural,Dialog,30.4,203.6,3975.0,Postpaid,1,25,3.1,No,No
CUST0729,Urban,Dialog,3.0,83.1,4671.0,Prepaid,1,59,3.9,Yes,No
CUST0730,Urban,SLT,23.4,78.3,1845.0,Prepaid,0,88,5.1,Yes,Yes
CUST0731,Urban,Airtel,26.4,6.7,4085.0,Postpaid,2,66,7.1,Yes,No
CUST0732,Rural,SLT,33.5,102.5,3232.0,Prepaid,3,27,0.7,No,No
CUST0733,Rural,Dialog,31.9,108.6,3667.0,Prepaid,2,83,0.0,Yes,Yes
CUST0734,Urban,Mobitel,30.8,155.8,4560.0,Prepaid,1,58,5.6,No,No
CUST0735,Urban,Mobitel,17.0,50.0,2306.0,Prepaid,0,93,8.5,Yes,No
CUST0736,Rural,Airtel,5.9,44.0,2487.0,Postpaid,2,101,4.1,No,No
CUST0737,Urban,Mobitel,21.1,142.5,1565.0,Prepaid,0,11,3.2,No,Yes
CUST0738,Rural,SLT,35.0,170.3,2951.0,Postpaid,1,55,4.5,No,Yes
CUST0739,Urban,Mobitel,38.9,41.4,4830.0,Prepaid,2,19,9.8,Yes,No
CUST0740,Urban,Dialog,32.1,174.1,3379.0,Postpaid,0,92,3.0,Yes,No
CUST0741,Urban,Dialog,29.3,121.9,2160.0,Prepaid,2,39,6.7,No,Yes
CUST0742,Urban,Dialog,28.8,174.6,3014.0,Postpaid,0,85,1.5,No,No
CUST0743,Rural,Dialog,19.4,116.5,2012.0,Postpaid,1,90,1.7,No,Yes
CUST0744,Urban,Dialog,23.7,1.0,2375.0,Prepaid,1,86,7.5,No,No
CUST0745,Urban,SLT,41.7,112.4,3889.0,Postpaid,0,70,9.9,Yes,No
CUST0746,Rural,Airtel,15.6,173.0,2326.0,Prepaid,0,11,7.7,Yes,No
CUST0747,Urban,SLT,41.1,75.3,4613.0,Postpaid,0,14,0.0,No,No
CUST0748,Urban,Dialog,21.8,100.6,3429.0,Postpaid,0,60,3.7,No,Yes
CUST0749,Rural,Airtel,38.3,111.2,3586.0,Postpaid,1,36,5.7,Yes,No
CUST0750,Rural,SLT,10.9,1.0,3222.0,Postpaid,1,104,5.2,No,Yes
CUST0751,Urban,Dialog,30.9,203.6,4273.0,Prepaid,2,41,0.0,No,No
CUST0752,Rural,SLT,17.6,74.9,4283.0,Prepaid,1,2,1.1,No,No
CUST0753,Rural,Dialog,10.8,145.3,3835.0,Prepaid,2,57,2.6,Yes,No
CUST0754,Urban,Dialog,27.2,115.7,4065.0,Postpaid,0,107,4.8,Yes,No
CUST0755,Urban,Mobitel,35.1,182.9,3288.0,Postpaid,0,60,0.0,No,Yes
CUST0756,Rural,Dialog,16.6,140.3,4042.0,Prepaid,1,20,6.8,Yes,No
CUST0757,Rural,SLT,10.0,108.3,3162.0,Postpaid,1,22,4.7,Yes,Yes
CUST0758,Urban,Airtel,24.1,75.3,3502.0,Prepaid,0,103,1.9,No,No
CUST0759,Rural,Airtel,24.1,159.9,3225.0,Prepaid,0,4,5.6,Yes,Yes
CUST0760,Rural,Dialog,30.5,26.3,3043.0,Postpaid,0,56,0.7,No,Yes
CUST0761,Urban,Dialog,34.5,152.3,2811.0,Prepaid,1,93,4.8,No,No
CUST0762,Urban,Dialog,24.4,65.0,3968.0,Postpaid,1,110,0.0,No,No
CUST0763,Urban,SLT,43.6,182.6,4811.0,Prepaid,0,58,0.0,Yes,Yes
CUST0764,Rural,SLT,27.2,128.1,4671.0,Postpaid,1,88,3.6,No,No
CUST0765,Urban,Dialog,21.5,152.2,2243.0,Prepaid,1,65,2.9,No,No
CUST0766,Urban,Mobitel,8.9,124.1,4789.0,Prepaid,1,88,6.2,No,Yes
CUST0767,Rural,SLT,22.4,32.4,3182.0,Postpaid,2,58,4.9,Yes,No
CUST0768,Rural,Dialog,21.6,77.0,4101.0,Postpaid,1,30,11.3,Yes,No
CUST0769,Urban,SLT,34.6,153.6,2594.0,Prepaid,0,76,4.2,No,No
CUST0770,Rural,SLT,29.6,128.3,3642.0,Prepaid,3,19,0.0,No,Yes
CUST0771,Urban,Dialog,13.2,179.0,3814.0,Postpaid,1,101,0.0,No,No
CUST0772,Rural,Dialog,26.7,140.2,2015.0,Prepaid,0,62,1.4,No,No
CUST0773,Urban,Airtel,31.7,71.7,4108.0,Postpaid,3,104,15.2,No,No
CUST0774,Urban,SLT,40.3,80.2,4846.0,Postpaid,0,107,4.9,No,No
CUST0775,Rural,SLT,33.9,125.1,3325.0,Prepaid,3,118,8.3,No,Yes
CUST0776,Urban,SLT,32.6,4.3,4860.0,Prepaid,1,68,8.0,No,No
CUST0777,Urban,Dialog,25.6,203.7,3310.0,Postpaid,0,79,1.2,Yes,No
CUST0778,Rural,Dialog,28.9,142.1,4350.0,Prepaid,1,84,0.0,No,No
CUST0779,Rural,SLT,37.5,181.4,1281.0,Postpaid,0,44,6.9,No,No
CUST0780,Rural,Dialog,11.7,41.0,5919.0,Prepaid,0,84,0.0,No,No
CUST0781,Rural,Dialog,21.5,182.2,4995.0,Postpaid,1,118,7.9,No,No
CUST0782,Urban,Airtel,17.3,231.6,3215.0,Prepaid,1,119,4.6,No,No
CUST0783,Urban,Mobitel,28.8,54.0,1528.0,Postpaid,0,61,6.8,Yes,No
CUST0784,Urban,Airtel,37.3,158.6,3788.0,Prepaid,2,21,5.9,Yes,No
CUST0785,Urban,Airtel,19.0,120.1,2056.0,Prepaid,1,10,6.1,No,No
CUST0786,Rural,Dialog,1.1,42.8,3945.0,Postpaid,0,30,5.3,Yes,Yes
CUST0787,Urban,Mobitel,20.9,144.6,3912.0,Prepaid,0,24,5.8,No,No
CUST0788,Urban,Dialog,34.1,161.7,2559.0,Prepaid,0,48,5.1,Yes,No
CUST0789,Urban,Mobitel,30.4,89.9,4621.0,Prepaid,4,55,0.9,Yes,No
CUST0790,Rural,Mobitel,29.3,178.3,4306.0,Prepaid,4,104,3.8,Yes,No
CUST0791,Urban,Airtel,22.2,36.7,4476.0,Postpaid,0,52,11.5,No,No
CUST0792,Urban,Mobitel,12.2,45.3,3509.0,Postpaid,3,104,5.9,No,Yes
CUST0793,Urban,SLT,30.2,126.8,2084.0,Prepaid,1,38,8.4,Yes,No
CUST0794,Rural,Dialog,16.7,121.3,4478.0,Postpaid,0,67,2.1,Yes,No
CUST0795,Urban,SLT,46.8,84.2,3230.0,Postpaid,1,93,2.0,No,No
CUST0796,Rural,SLT,30.7,160.5,2110.0,Postpaid,0,8,1.4,No,No
CUST0797,Rural,Dialog,19.2,146.5,4852.0,Prepaid,1,29,1.0,No,No
CUST0798,Urban,SLT,18.9,162.9,5599.0,Postpaid,1,119,0.1,No,No
CUST0799,Rural,Mobitel,24.1,113.8,3459.0,Postpaid,0,10,5.7,No,Yes
CUST0800,Rural,Dialog,22.6,150.1,5659.0,Prepaid,0,69,3.9,No,Yes
CUST0801,Rural,Airtel,36.2,97.7,3591.0,Prepaid,0,75,7.6,Yes,No
CUST0802,Urban,Mobitel,26.9,222.7,3120.0,Prepaid,0,68,4.1,No,No
CUST0803,Urban,Mobitel,17.7,79.4,2870.0,Postpaid,2,49,0.0,No,No
CUST0804,Rural,Mobitel,43.9,225.3,5137.0,Prepaid,0,58,6.3,No,No
CUST0805,Urban,SLT,25.5,121.7,2720.0,Postpaid,1,35,0.0,Yes,No
CUST0806,Rural,Mobitel,32.7,51.2,4235.0,Prepaid,2,50,5.6,No,No
CUST0807,Rural,Airtel,18.9,188.4,2941.0,Postpaid,0,40,2.7,No,No
CUST0808,Rural,Dialog,28.6,126.3,3040.0,Postpaid,1,12,5.7,No,Yes
CUST0809,Urban,SLT,28.1,162.6,4530.0,Postpaid,0,85,0.7,Yes,No
CUST0810,Urban,Airtel,6.1,181.2,3120.0,Postpaid,0,16,7.3,Yes,No
CUST0811,Rural,Dialog,45.2,136.9,3095.0,Postpaid,2,78,5.1,No,Yes
CUST0812,Rural,SLT,37.9,90.4,4633.0,Prepaid,1,85,4.0,No,No
CUST0813,Urban,SLT,21.0,168.8,5097.0,Postpaid,1,48,0.0,Yes,No
CUST0814,Rural,Dialog,14.0,120.0,4145.0,Prepaid,2,91,10.4,No,Yes
CUST0815,Rural,SLT,28.5,154.3,2845.0,Postpaid,0,100,2.3,Yes,No
CUST0816,Urban,Airtel,25.9,12.3,2989.0,Prepaid,0,1,5.8,No,Yes
CUST0817,Urban,SLT,28.6,142.3,3580.0,Postpaid,0,65,2.2,Yes,No
CUST0818,Urban,Dialog,26.9,88.1,3821.0,Postpaid,1,22,16.3,Yes,Yes
CUST0819,Urban,Dialog,30.1,202.7,2512.0,Prepaid,1,15,5.4,Yes,No
CUST0820,Urban,Dialog,39.5,151.2,4223.0,Prepaid,1,116,3.2,Yes,No
CUST0821,Rural,Mobitel,30.7,132.0,3586.0,Postpaid,1,84,6.8,Yes,No
CUST0822,Urban,Dialog,14.5,144.3,1784.0,Prepaid,0,67,7.3,No,No
CUST0823,Urban,SLT,38.6,70.1,2571.0,Prepaid,1,14,6.2,No,No
CUST0824,Urban,Dialog,41.4,201.2,2996.0,Prepaid,2,73,4.0,No,No
CUST0825,Urban,Dialog,56.5,219.6,3427.0,Postpaid,0,19,6.3,Yes,No
CUST0826,Rural,Airtel,13.8,139.6,5389.0,Postpaid,3,40,4.5,Yes,Yes
CUST0827,Urban,Airtel,27.4,199.5,3738.0,Postpaid,1,98,4.9,No,No
CUST0828,Urban,Dialog,4.2,91.5,2659.0,Postpaid,1,4,2.6,No,Yes
CUST0829,Rural,SLT,30.5,80.1,3721.0,Prepaid,0,33,0.6,Yes,No
CUST0830,Urban,Dialog,19.5,122.0,3148.0,Postpaid,1,43,6.7,Yes,No
CUST0831,Urban,SLT,44.2,141.7,3825.0,Prepaid,3,37,6.8,No,Yes
CUST0832,Urban,SLT,17.3,100.3,4081.0,Prepaid,0,66,8.9,No,Yes
CUST0833,Urban,Dialog,8.1,146.9,4709.0,Prepaid,0,27,5.1,No,Yes
CUST0834,Urban,Dialog,20.3,135.3,3476.0,Postpaid,0,45,4.4,No,No
CUST0835,Urban,Dialog,5.2,70.1,5139.0,Postpaid,2,81,0.8,No,Yes
CUST0836,Urban,Mobitel,32.5,145.9,4408.0,Prepaid,2,113,4.9,No,No
CUST0837,Rural,Mobitel,4.3,163.2,2793.0,Postpaid,0,50,6.1,Yes,No
CUST0838,Urban,Dialog,25.3,128.6,5710.0,Prepaid,1,117,0.0,No,No
CUST0839,Urban,Airtel,4.2,177.6,3827.0,Prepaid,1,95,8.2,Yes,Yes
CUST0840,Rural,Dialog,21.8,59.1,2665.0,Prepaid,0,63,2.9,No,No
CUST0841,Urban,Dialog,41.4,143.4,5153.0,Postpaid,2,105,4.4,No,Yes
CUST0842,Rural,Airtel,28.6,61.5,5578.0,Postpaid,1,6,6.8,No,No
CUST0843,Urban,Mobitel,16.4,64.3,3467.0,Prepaid,0,116,5.0,No,No
CUST0844,Rural,Mobitel,24.7,88.5,2996.0,Postpaid,1,95,9.2,Yes,No
CUST0845,Urban,SLT,25.2,72.9,3328.0,Prepaid,1,67,6.9,Yes,No
CUST0846,Urban,Dialog,29.7,92.6,4215.0,Postpaid,0,104,4.6,No,No
CUST0847,Urban,Airtel,11.3,109.3,4778.0,Postpaid,1,67,0.0,No,Yes
CUST0848,Rural,Dialog,30.9,161.9,4070.0,Prepaid,3,97,8.0,Yes,No
CUST0849,Urban,SLT,1.0,103.9,3602.0,Postpaid,0,116,1.5,No,Yes
CUST0850,Urban,Dialog,18.7,40.7,4998.0,Postpaid,2,59,7.6,Yes,No
CUST0851,Urban,SLT,20.1,177.0,3187.0,Prepaid,2,13,6.5,No,No
CUST0852,Rural,Dialog,31.3,78.1,4531.0,Postpaid,1,21,4.4,Yes,No
CUST0853,Urban,Dialog,25.2,117.1,3212.0,Prepaid,0,64,7.9,No,No
CUST0854,Rural,Mobitel,10.9,142.3,3931.0,Prepaid,1,37,6.6,Yes,No
CUST0855,Urban,Dialog,15.2,130.0,3386.0,Prepaid,0,80,6.0,No,No
CUST0856,Urban,SLT,27.0,174.7,3444.0,Prepaid,0,85,0.0,Yes,No
CUST0857,Urban,Dialog,24.2,144.0,3123.0,Postpaid,1,48,5.1,Yes,No
CUST0858,Urban,Dialog,19.2,76.9,4845.0,Postpaid,1,56,1.3,No,No
CUST0859,Urban,Dialog,20.2,228.9,2767.0,Postpaid,1,44,1.7,No,No
CUST0860,Urban,Dialog,32.0,129.7,2760.0,Prepaid,1,13,3.9,Yes,No
CUST0861,Rural,Airtel,19.8,112.6,5621.0,Prepaid,4,4,9.4,Yes,No
CUST0862,Urban,Dialog,24.1,168.2,4478.0,Prepaid,2,95,6.1,No,No
CUST0863,Urban,Mobitel,46.7,132.5,1115.0,Postpaid,3,73,6.3,Yes,No
CUST0864,Urban,SLT,10.8,140.0,2935.0,Postpaid,3,112,7.3,No,Yes
CUST0865,Urban,SLT,6.5,244.6,1688.0,Postpaid,2,33,2.4,No,No
CUST0866,Urban,SLT,32.8,106.2,2549.0,Prepaid,1,37,0.3,Yes,No
CUST0867,Urban,SLT,18.2,104.1,500.0,Postpaid,2,53,0.0,No,Yes
CUST0868,Urban,Airtel,21.8,125.8,3363.0,Postpaid,1,101,5.7,No,No
CUST0869,Rural,Dialog,17.2,173.6,2358.0,Prepaid,0,24,8.0,Yes,No
CUST0870,Rural,Dialog,22.4,44.7,3560.0,Postpaid,3,89,7.7,No,Yes
CUST0871,Urban,Airtel,41.0,21.7,1875.0,Prepaid,2,51,2.5,No,No
CUST0872,Urban,Mobitel,33.0,90.6,3583.0,Prepaid,0,41,9.1,No,No
CUST0873,Rural,Airtel,33.6,38.3,3085.0,Prepaid,0,29,11.1,No,No
CUST0874,Urban,SLT,10.8,98.8,5002.0,Prepaid,1,59,6.8,Yes,No
CUST0875,Urban,Airtel,13.5,145.1,4911.0,Prepaid,0,40,9.5,Yes,No
CUST0876,Urban,SLT,1.0,75.5,4285.0,Prepaid,2,51,7.6,Yes,No
CUST0877,Rural,SLT,16.9,48.7,3173.0,Prepaid,1,50,4.3,Yes,Yes
CUST0878,Rural,Dialog,34.6,123.5,5485.0,Postpaid,1,111,3.0,Yes,No
CUST0879,Urban,SLT,30.2,163.1,1947.0,Postpaid,1,36,0.2,No,No
CUST0880,Urban,Dialog,22.8,35.3,2096.0,Postpaid,0,79,3.7,Yes,No
CUST0881,Urban,Dialog,24.8,161.0,3416.0,Prepaid,2,109,4.3,Yes,No
CUST0882,Rural,Airtel,18.1,160.9,5754.0,Prepaid,3,60,4.4,No,Yes
CUST0883,Urban,Dialog,27.0,167.7,3298.0,Prepaid,1,18,4.7,Yes,No
